Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.19557603276573,3.17243571681442,3.0437926194763,3.25335758568991,3.3384910140629,3.01205427146631,3.38134368450124,3.23213910117086,3.03103379174719,3.0522253931238,3.11490323731114,3.50219780997615,3.94915687175001,2.88893596341479,3.06360356499632,2.88798590508864,2.73357531178764,2.2080882021692,2.34375861738351,2.3021607847244,2.20622661871056,2.29247802028073,2.26809636459164,2.28571763293922,2.22094606810034,2.37609867379823,2.40423129264832,2.70247380513086,2.45780397255264,2.11686400565607,2.00609228488954,2.26762328193865
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Austria,AUT,..,..,..,..,..,..,5.10631891369283,4.41013560445067,4.41461438012659,4.28892579326512,4.32640253712843,3.96693470205005,3.64603887275929,3.41220928704143,3.58234970359858,3.13516480607286,3.22696289723507,3.19749322364061,3.04846132833427,3.01155485047995,3.09711987382272,2.81128199383227,2.45333456337001,2.20444079649096,2.37154589541966,2.15859633228818,1.98247099499027,1.90548344310224,1.79334392378865,1.72221732211898,1.64730021298979,1.67070339573168,1.56277441149196,1.49193189790189,1.47647439267771,1.25939963482441,1.30318945861739,1.41639156023265,1.34222302680426,1.14681776764538,1.26732767225745,1.40191493427276,1.3485513899381,1.25472121594195,1.20074056404147,1.1297901935645,1.11031647926172,1.21053643138638,1.13015550798024,1.07158272416678,1.09990874209402,1.0958537540791
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.5006821282401,30.4827844311377,26.0596253189768,27.1095541401274,32.3456631972244,25.3444559002718,24.9615750567225,20.1279169173289,18.1479974423066,18.3995125956928,16.0848646701003,14.8374595530138,13.9546391752577,12.4256629119149,10.9880190382406,9.08684368137353,7.09157055829982,6.70298478517657,5.59580638410253,6.12193306461806,5.52125279642058,5.07564993663838,5.13976950772418,5.3662644804235,5.31940671805552,6.17745494667157,5.60494628069084,5.60736901068842,5.21250561853868,5.6952581438455,6.7389474235341,5.87662627870387
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04301602077311,1.90459783274865,1.81193124368049,1.82756086321153,..,2.0125081645983,2.2085281111813,2.83373404132221,2.66301061434545,2.4612871927555,2.67508438171218,2.83414989792943,2.64691050152397,1.56181897428447,1.37855944927867,1.26759041993162,1.34464685685702,1.19862993112386,1.51331582811254,1.34722421080282,1.16175185996252,1.06443545271548,1.17042464776611,1.09339124571261,1.04313129393882,0.9096409923502,1.09749043162674,1.09230471329484,1.07271116086003,0.920210550232893,0.835711920974222,0.813529029919322,0.880469132881551,0.776040655143393,0.681258721522758,0.539688314838397,0.832001649569565,0.489802473101012
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,0.984370952422071,1.01234757266662,1.05777648088707,1.1535175163771,1.11678583588696,1.19437768552909,1.36872004879324,1.34250441763403,1.18046117376625,1.1351414607283,0.949346076458753,0.882139770697701,0.909896999552172,0.851378305119419,0.86034198622614,0.862944478628011,..,..,..,..,..,..,..,..,..,..,0.268763501054214,0.29227169028013,0.264810236570707,0.337284356568349,0.297677228105778,0.290850277264325,0.275737043040234,0.274789045054941,0.299909668641636,0.316230179939426,0.332168625493488,0.29059524041583,0.288059552171118,0.281212267731055,0.31287419627649,0.282221553622208
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bangladesh,BGD,54.5614999911132,51.0313112066753,59.6099059973143,56.6388529969867,56.6365531249665,61.9541391335466,51.9144569344659,48.898056925939,54.2503083024678,52.4520120556112,32.8238918515406,31.9515169185203,31.4416963304952,31.0460304619363,34.6986320797597,33.0067315667626,32.3691528885324,32.6639009291872,31.3191777996177,30.5616428363458,30.4898330963098,31.6770232352381,30.5175252361271,27.3210858173117,26.7255375508155,27.3043698025967,23.266208049769,23.2461437492233,22.5874157614312,22.6584111161909,22.7181480755923,21.8483405815259,20.5841344226366,19.8127182977042,19.2669595662859,18.5710395455964,18.0340165108542,17.8065367823955,17.5956955421992,17.1046290519632,17.0011812592919,16.8099867573503,16.1775631728154,15.4932779979784,15.3516208986344,14.7829964369364,13.4647923176039,12.9572760433733,12.4800771856196,11.9753231358984,11.9996864817656,11.6328584271282
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Barbados,BRB,..,..,..,..,..,11.5066817159646,8.79219763726432,9.22992223937711,8.24629164174944,8.14358822220574,7.475442043222,5.75100401606426,5.21144809910295,5.45454545454545,5.13842746400886,4.86772486772487,4.70285897847735,5.00583430571762,4.74218321448162,3.72242874845105,3.4445268099827,3.45718503937008,3.43638221768012,3.21927710843374,2.44048994684539,3.20251177394035,3.33403449726546,2.6726368159204,1.99435227673844,2.33451237998989,1.99542408890342,2.11818628253397,1.8895863511991,1.9785013241938,1.64319930323704,1.58659510407121,1.45314003575269,1.30986452954047,1.18271341491326,1.41212600777166,1.29768968748789,1.22585860519568,1.33036865425884,1.42206985149108,1.3541186055206,1.30520962621304,1.29278480642947,1.29972026403039,1.43587563530046,1.30529552522568,1.48284003978604,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9468822170901,22.2222222222222,22.8260869565217,17.1573604060914,13.589613893104,15.766496709307,15.098598303786,13.4179320121037,12.0617636126188,12.7005575559539,12.0968271694147,10.3504297393613,10.1284322239778,8.63562770752199,8.85025144123636,8.51859080856531,8.57872759155765,8.30316995882275,8.66625369440669,8.13139157710571,8.89151958926659,8.00175755504565,8.13105224877181,6.80912226763989,7.30299492661078,6.28329656129848,6.89528062433517,7.56580253848292,6.59010772590188,6.79466882799274,7.07716352415493,6.80380934780223
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.30662347836539,1.32831141025288,1.34082101190755,1.25567547258707,1.07623533062933,1.17600527973714,1.10935029767163,1.03313414275776,1.0294445025288,1.02291054131515,0.840639973990251,0.907269380581052,0.887523940039387,0.712338067185966,0.645274318792124,0.765104156770348,0.648034219951815,0.781226734946645,0.681174913459581,0.637835968092569,0.6864147804639,0.628433475870949,0.665093660241847,0.602988491207296,0.66575512782419,0.638361925989339,0.585160476992836
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,28.980190755686,28.0632411067194,22.8752543657972,22.3913337932501,19.0335118142495,18.5915998328972,17.7287332899256,17.3659922620794,17.8430397241871,19.0465677484611,18.1101799162915,17.2912666683345,17.2541393373069,15.864865761267,15.3938013308786,14.550701323247,14.5786494406941,15.4267454839243,15.2895146962566,14.9299500491076,14.274711959834,15.0647777459259,14.649289253598,13.107598703256,12.6973167882731,14.4929842624532,14.3359902318713,13.3676978878385,12.8110827382333,11.5988330542701,11.1063124055155,11.2181084609155,11.572773799618,11.6025996559878,13.35149699706,13.6905850515624,13.6488497127121,12.9024729672308,11.0916163495882,11.1228833676626,9.56159275441153,8.93933805682094,11.5458462686634,11.3696580649152
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Benin,BEN,36.3278523843779,34.357736013712,34.2310223417357,33.6239203142795,31.5336957738479,30.5386665532365,33.1965062561477,31.8550853762966,34.5421439063843,34.9928860436256,35.4326884671216,32.664652346085,32.5011996849539,33.1576442965202,33.3115605274576,31.5455488860391,33.6710590159502,33.2799507625574,34.3800931861193,37.8568847933107,34.6549453638938,35.0437734981583,33.9419041358772,34.1194607988571,32.2939945673508,33.0901595921974,35.7053003917894,35.7819301606788,36.5766497896743,24.5343349115333,23.5412339925262,25.0481627427766,25.38272927764,24.4539837351198,26.5208492800284,26.6894285026991,26.631803428758,26.9710869666408,26.8261561852139,26.9789553760994,25.8411354962681,25.7970008253273,25.7689758312295,25.2754046390823,25.6184529738008,26.3920850925037,27.7536354980493,28.4890165273264,28.0647739127077,26.8758016258337,27.1091750361118,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.79999925799235,0.799999454451286,0.699998850115052,0.699999067510159,0.668952155022428,0.692327610262023,0.795458124345352,0.821851057858248,0.844158464897229,0.80164153178958,..,..,..,..,0.286094289177554,0.312941026259641,0.281396534564362,0.328283343819346,0.211116703055883,0.227889496811275,0.307018452846711,0.274700811333467,0.234985525140753,0.220961505173123,0.255752171495781,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,39.8293528562464,37.6180728333366,38.3384672315476,38.1090257902071,38.4688632771717,39.4862012051552,38.2865756197405,33.0118733609699,34.8471863141937,32.4139580805172,31.6107341094238,30.1666915925111,30.4929952537847,28.5904625577109,30.3900623434788,27.8478298867802,27.1774271052571,27.2914789766781,25.8386775141367,24.1399748469604,24.2671952814324,23.1666573488839,23.2013929168235,22.1368206445982,21.7299398203436,20.1999744993388,19.3648112454547,16.7371116328124,16.380940214112,16.1903535730568,14.7830364590176,14.2955525913407,13.9639784972823,14.0912157774554,14.5144485329975,14.4368680116704,14.3946237291342,15.0336188059309,15.991248235553,15.784149136121,19.2323200516745,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bolivia,BOL,19.508359543122,19.8448063921328,19.2523923444976,20.1210826210826,21.2463712939609,20.8445903819776,20.6138986957397,20.177761261052,18.4955187362038,18.0501053098326,16.9489392253332,17.2790341960171,16.0861830567547,19.4581325926707,21.5458312138941,19.0156279969544,16.9331807909456,16.2961456403263,15.7353811209886,15.2631401362013,15.3535992695313,15.5420957531421,14.4042043052046,14.6479622916899,15.2442867266742,14.8592991083324,14.1846793837749,14.9182592343414,12.6254313762121,13.2579915795139,12.9658118842238,13.2556536661742,12.955118631021,13.4272369562791,13.3223836388477,11.7927215329112,10.9375480546288,10.011155665672,10.4424041155226,11.1524074497311,10.3899057010594,9.7695858816954,9.8121619148328,9.9669794768463,9.74021753770169,10.2394941144455,11.1718754150532,11.5893359382153,11.4819241519851,12.2217575824891,14.0009305366582,12.922252719533
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.8533228470311,20.6999985084032,20.7000003100819,17.5180457264676,15.9604100187793,13.2629920286002,9.00146376331907,9.12057740305993,8.87350362815024,8.10501842544062,8.58349505778716,8.29736825390212,8.05428927250657,7.70495340963332,7.20727201234942,7.07660163466849,6.79676215913764,6.75774539555131,6.13767155368512,6.84139112671187,5.95105769918674,6.23816510587798,6.36938197618328,5.60185847688114,5.88543546013051,5.60309221594256,6.08448546092261,5.6922452831316
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Botswana,BWA,32.994923857868,32.9845814977974,33.0055074744296,33.0776040129832,31.7864871363308,27.5461640967066,24.6676970633694,22.603550295858,18.4374680437673,14.4717150553726,12.7038990964769,12.3706176961603,10.2722357781924,7.97138079869347,6.893020080072,5.92187463165091,5.28678971301922,6.24488558872556,5.63195334794657,4.69699286237336,4.52615085751558,4.37689552426058,4.63278501125985,4.52119256312185,3.75614363423294,4.63772094370987,3.69099404898572,3.54270561660428,3.16686425607587,2.99076549401847,2.79469978903454,2.59029062025391,2.4256159925616,2.72238695522266,2.25958534959102,1.82838052405033,2.04836470787057,2.24073265612135,2.5260182420658,2.81908186766969,2.48803786220601,2.51091768009965,2.69526989046722,2.29859284045147,1.79813518287363,1.94090121216351,1.97587614996393,1.84389707671191,2.05535072247375,2.08865478670473,2.13088138052723,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brazil,BRA,10.3736037888025,11.0895978783913,11.0886841713341,10.8552720762674,10.7525650964627,10.2284133373438,11.4179751116876,12.9181653948472,10.3033989380261,10.0623135726686,9.85064014666091,9.84352053707369,8.37088098224286,10.5333125847257,11.5957591661207,11.1046094361025,10.3813044375438,9.35991036563515,9.79655593394572,8.44158737716968,6.96344065508138,6.84138945983405,6.80608522773954,6.77810924758191,8.72198937517673,5.01166646493437,4.76841120833167,4.68504702548169,4.75004478756631,4.64598153820665,4.7504599720911,4.80104301895508,5.47527489476281,6.16718438742418,5.66531157678892,4.65116882277665,4.37004377799776,4.41691543572253,4.56785118284293,4.47677399083166,4.11575648789108,4.34203412728966,4.16832822291464,4.50688618159962,4.32561053783429,4.31914942823679,4.8913535874273,4.60059169443834,4.42039930371976,4.20501409511746,5.89324626620754,6.89128329189148
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brunei Darussalam,BRN,..,..,..,..,1.337818209617,1.33554721339879,1.10918347032223,1.01731806567616,1.08715346983149,0.902068196355645,0.634854457246816,0.693804542251613,0.843789381403759,0.984748704439986,1.0658734585115,1.21254337422442,1.92772022743204,1.93073488596597,2.21614833419517,0.961563595877839,0.966141670584548,1.02205316653636,0.96520909757887,1.07733343382575,1.19870895402851,1.16152757078987,1.12211285179537,1.22734352727744,1.41028318584071,1.23498012055919,1.02441349174926,1.13456723618635,1.09356960801094,1.22219651944208,1.12745345314218,0.946593335407581,0.706141842882068,0.689655172413793,0.635849768848754,0.908956973474342,0.733012306046014,0.575033257520491,0.655398677292875,0.684659216396484,0.86273749515316,1.10248621892226,1.20363347726695,1.08644948261552,1.01762308070597,0.986055130118515,1.21750292670974,1.25628997432451
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,14.4185956341359,16.6255661801711,17.1778168407266,14.4794832062144,15.8126229440906,11.8685822802674,12.9195498463273,11.7961857366149,11.4593520423731,10.9418583498403,17.7459650235952,15.3905674281503,11.6180278884462,9.9344262295082,11.4916286149163,9.21831371239451,9.59256417736023,20.4768437246107,13.4115652752702,12.9586264100386,10.9704827530102,10.6032532421664,9.71056962763958,9.09562725365934,8.45218476116045,7.28368588380955,6.09628492053004,4.65468776322833,5.87419962939589,4.23578571754181,4.03303510604369,4.66147651720173,4.42997508466995,4.51605399783225,4.55857549457845,4.0606896748769,4.05315347417595,4.04090723942437,3.38461545177011,3.24138168528136,3.50599323872738,3.72867281975526
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Burkina Faso,BFA,30.5118697875711,30.5994111277863,31.9021036655741,29.3985209203471,30.8246234459247,28.8661589240903,29.0154648732085,28.4224865122019,30.1205951406855,29.3799509159701,28.4463449795614,29.8039802853452,27.5193113010989,27.614830855479,28.498839800914,33.9041678089027,29.3604276148032,27.8163251717463,28.5466961309047,27.6277083164397,27.9500222744042,29.793265328148,28.8098112792292,30.2310515664871,32.9477702743622,33.2172170930601,36.3791732658042,33.7387786954986,36.5635560806964,27.2522866567535,24.9140364618327,26.9204304323679,26.3724484751209,25.9609768246545,23.3814384513092,26.7709190270281,25.2289761645165,21.8394874058463,27.314280245881,23.2048471286094,24.1433866229434,23.043650452489,23.7560050181575,23.6410927919708,23.6937727725999,22.6330752128104,21.7147178290213,20.5855872188282,20.9974732840091,18.3761029057026,18.3980789270946,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Burundi,BDI,65.3313935147911,64.7617713131167,60.7731276105096,63.3136386218903,61.0342227698192,61.3036042313296,59.4754832504215,55.5801551193022,53.9640169481958,53.8322491966597,57.5719356233857,58.1425960451394,52.6126768285996,53.4821872081702,54.6598573254013,55.9519709491249,52.5195880496498,50.5563503190181,48.2156300176358,47.1220925298314,51.0568501841364,48.5979103153404,48.0045217057559,47.1698116933114,40.7323254524441,42.0226931283613,53.3809215127328,42.4218641481914,44.538704047976,47.6353041282389,44.1070401093686,43.8431420582797,43.3336112421252,42.8412837005394,41.9026049689034,40.8481233922949,40.6376822658218,34.9341719197591,38.0048233017065,36.7213641376786,38.4305452876335,36.7045760044036,35.4200325741609,38.3674000405511,34.9581923436541,30.6846972994222,31.5443361286606,28.5466470060171,29.0119004854571,28.8443900468367,28.6249455556516,28.6602186510089
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,18.560046504189,15.772648121333,12.5801202781565,12.0568200363058,11.8564890583652,12.9896083798557,13.6312728726347,17.6463441551989,17.6967326731358,16.2108718695929,14.3907045302362,13.3930068058835,11.7942002453434,10.136426067162,12.8589530313294,13.6805684818152,12.4484810722718,11.6806517652532,10.9472496429063,13.6433699432316,12.8717827032774,11.4157660193474,10.3514712488974,10.1436982527383,9.86346771915503,9.00118732269349,8.3187121345924,8.51773766607151,7.7518645761454,8.31904609636328,7.98977733163668,7.84317609042481,8.44654446838171,8.27906807070413,8.01576749754377,8.73739476188116,7.9957410958418,6.73868990472169,5.2919842946009,4.63290603790788,4.86405018483154,4.40976871786003
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.2943821816409,45.5577095437597,47.7245602129901,44.4630795625178,44.4472126765958,44.4799589645189,40.9038529945708,35.918703225707,34.3203002556208,31.1290434829208,31.9708220474679,29.3897576439278,30.7100575859259,30.0587619242942,29.6965419396994,32.7510577693573,33.4907175232551,33.8766787567437,34.5573140316467,33.5196036107247,31.595062429272,28.8713035293412,26.5803600137747,24.7426644196582,23.3614404782368,22.0129559006773,20.7118706884261,22.6963952065525,22.8475000565462
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cameroon,CMR,31.3639201762862,31.0041286172242,31.964969469334,30.7928262997919,29.5397657619248,29.1197132886849,27.6101070929386,33.6450824839208,31.3533545104281,30.8236028700586,28.6767848254781,27.1765766954851,27.0057545005353,23.1932790387557,21.9718307191695,20.5905290277908,21.6296279504288,23.9864353388071,23.9424312034613,25.5067599947869,23.9948703358418,24.2590264744828,26.5796651782489,18.2367271931746,19.60975420306,19.1448537215648,18.32231925338,18.9678877806491,19.001000498789,18.9787903350983,18.1177424642566,18.6209582669445,18.2716803952334,17.473784234889,17.5609527218813,16.734176852467,15.6250817952399,15.8575319053838,16.0011918857254,16.3871903452744,17.2697108763411,16.6973907365507,16.6572401680054,16.7236611923511,16.8258381776349,17.2094159040689,17.1926623891151,16.6929418227731,16.4988006978593,16.8022835644401,17.3817904521199,17.2497229552503
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.1394979573159,2.1673742396647,2.19621258496483,2.09165300710719,2.11789067175753,1.98762322116267,2.05309139249344,2.16781311109181,1.88031145780062,1.70101845949482,1.58716073171659,1.76827354801333,1.5498932753953,1.49323608111661,1.76566446625627,1.81134574390941,1.89423151227836,1.58654807741954,1.86983594598587,1.86222589313529,1.88999463244888,1.69989157622406,..,..,..
